step,time,x_num,vx_num,x_exact,error_x
268,2.6800000000e-01,9.0350000000e-01,1.5000000000e+00,9.0200000000e-01,1.5000000000e-03
269,2.6900000000e-01,9.0500000000e-01,1.5000000000e+00,9.0350000000e-01,1.5000000000e-03
270,2.7000000000e-01,9.0650000000e-01,1.5000000000e+00,9.0500000000e-01,1.5000000000e-03
271,2.7100000000e-01,9.0800000000e-01,1.5000000000e+00,9.0650000000e-01,1.5000000000e-03
272,2.7200000000e-01,9.0950000000e-01,1.5000000000e+00,9.0800000000e-01,1.5000000000e-03
273,2.7300000000e-01,9.1100000000e-01,1.5000000000e+00,9.0950000000e-01,1.5000000000e-03
274,2.7400000000e-01,9.1250000000e-01,1.5000000000e+00,9.1100000000e-01,1.5000000000e-03
275,2.7500000000e-01,9.1400000000e-01,1.5000000000e+00,9.1250000000e-01,1.5000000000e-03
276,2.7600000000e-01,9.1550000000e-01,1.5000000000e+00,9.1400000000e-01,1.5000000000e-03
277,2.7700000000e-01,9.1700000000e-01,1.5000000000e+00,9.1550000000e-01,1.5000000000e-03
278,2.7800000000e-01,9.1850000000e-01,1.5000000000e+00,9.1700000000e-01,1.5000000000e-03
279,2.7900000000e-01,9.2000000000e-01,1.5000000000e+00,9.1850000000e-01,1.5000000000e-03
280,2.8000000000e-01,9.2150000000e-01,1.5000000000e+00,9.2000000000e-01,1.5000000000e-03
281,2.8100000000e-01,9.2300000000e-01,1.5000000000e+00,9.2150000000e-01,1.5000000000e-03
282,2.8200000000e-01,9.2450000000e-01,1.5000000000e+00,9.2300000000e-01,1.5000000000e-03
283,2.8300000000e-01,9.2600000000e-01,1.5000000000e+00,9.2450000000e-01,1.5000000000e-03
284,2.8400000000e-01,9.2750000000e-01,1.5000000000e+00,9.2600000000e-01,1.5000000000e-03
285,2.8500000000e-01,9.2900000000e-01,1.5000000000e+00,9.2750000000e-01,1.5000000000e-03
286,2.8600000000e-01,9.3050000000e-01,1.5000000000e+00,9.2900000000e-01,1.5000000000e-03
287,2.8700000000e-01,9.3200000000e-01,1.5000000000e+00,9.3050000000e-01,1.5000000000e-03
288,2.8800000000e-01,9.3350000000e-01,1.5000000000e+00,9.3200000000e-01,1.5000000000e-03
289,2.8900000000e-01,9.3500000000e-01,1.5000000000e+00,9.3350000000e-01,1.5000000000e-03
290,2.9000000000e-01,9.3650000000e-01,1.5000000000e+00,9.3500000000e-01,1.5000000000e-03
291,2.9100000000e-01,9.3800000000e-01,1.5000000000e+00,9.3650000000e-01,1.5000000000e-03
292,2.9200000000e-01,9.3950000000e-01,1.5000000000e+00,9.3800000000e-01,1.5000000000e-03
293,2.9300000000e-01,9.4100000000e-01,1.5000000000e+00,9.3950000000e-01,1.5000000000e-03
294,2.9400000000e-01,9.4250000000e-01,1.5000000000e+00,9.4100000000e-01,1.5000000000e-03
295,2.9500000000e-01,9.4400000000e-01,1.5000000000e+00,9.4250000000e-01,1.5000000000e-03
296,2.9600000000e-01,9.4550000000e-01,1.5000000000e+00,9.4400000000e-01,1.5000000000e-03
297,2.9700000000e-01,9.4700000000e-01,1.5000000000e+00,9.4550000000e-01,1.5000000000e-03
298,2.9800000000e-01,9.4850000000e-01,1.5000000000e+00,9.4700000000e-01,1.5000000000e-03
299,2.9900000000e-01,9.5000000000e-01,1.5000000000e+00,9.4850000000e-01,1.5000000000e-03
300,3.0000000000e-01,9.5150000000e-01,1.5000000000e+00,9.5000000000e-01,1.5000000000e-03
301,3.0100000000e-01,9.5300000000e-01,1.5000000000e+00,9.5150000000e-01,1.5000000000e-03
302,3.0200000000e-01,9.5450000000e-01,1.5000000000e+00,9.5300000000e-01,1.5000000000e-03
303,3.0300000000e-01,9.5600000000e-01,1.5000000000e+00,9.5450000000e-01,1.5000000000e-03
304,3.0400000000e-01,9.5750000000e-01,1.5000000000e+00,9.5600000000e-01,1.5000000000e-03
305,3.0500000000e-01,9.5900000000e-01,1.5000000000e+00,9.5750000000e-01,1.5000000000e-03
306,3.0600000000e-01,9.6050000000e-01,1.5000000000e+00,9.5900000000e-01,1.5000000000e-03
307,3.0700000000e-01,9.6200000000e-01,1.5000000000e+00,9.6050000000e-01,1.5000000000e-03
308,3.0800000000e-01,9.6350000000e-01,1.5000000000e+00,9.6200000000e-01,1.5000000000e-03
309,3.0900000000e-01,9.6500000000e-01,1.5000000000e+00,9.6350000000e-01,1.5000000000e-03
310,3.1000000000e-01,9.6650000000e-01,1.5000000000e+00,9.6500000000e-01,1.5000000000e-03
311,3.1100000000e-01,9.6800000000e-01,1.5000000000e+00,9.6650000000e-01,1.5000000000e-03
312,3.1200000000e-01,9.6950000000e-01,1.5000000000e+00,9.6800000000e-01,1.5000000000e-03
313,3.1300000000e-01,9.7100000000e-01,1.5000000000e+00,9.6950000000e-01,1.5000000000e-03
314,3.1400000000e-01,9.7250000000e-01,1.5000000000e+00,9.7100000000e-01,1.5000000000e-03
315,3.1500000000e-01,9.7400000000e-01,1.5000000000e+00,9.7250000000e-01,1.5000000000e-03
316,3.1600000000e-01,9.7550000000e-01,1.5000000000e+00,9.7400000000e-01,1.5000000000e-03
317,3.1700000000e-01,9.7700000000e-01,1.5000000000e+00,9.7550000000e-01,1.5000000000e-03
318,3.1800000000e-01,9.7850000000e-01,1.5000000000e+00,9.7700000000e-01,1.5000000000e-03
319,3.1900000000e-01,9.8000000000e-01,1.5000000000e+00,9.7850000000e-01,1.5000000000e-03
320,3.2000000000e-01,9.8150000000e-01,1.5000000000e+00,9.8000000000e-01,1.5000000000e-03
321,3.2100000000e-01,9.8300000000e-01,1.5000000000e+00,9.8150000000e-01,1.5000000000e-03
322,3.2200000000e-01,9.8450000000e-01,1.5000000000e+00,9.8300000000e-01,1.5000000000e-03
323,3.2300000000e-01,9.8600000000e-01,1.5000000000e+00,9.8450000000e-01,1.5000000000e-03
324,3.2400000000e-01,9.8750000000e-01,1.5000000000e+00,9.8600000000e-01,1.5000000000e-03
325,3.2500000000e-01,9.8900000000e-01,1.5000000000e+00,9.8750000000e-01,1.5000000000e-03
326,3.2600000000e-01,9.9050000000e-01,1.5000000000e+00,9.8900000000e-01,1.5000000000e-03
327,3.2700000000e-01,9.9200000000e-01,1.5000000000e+00,9.9050000000e-01,1.5000000000e-03
328,3.2800000000e-01,9.9350000000e-01,1.5000000000e+00,9.9200000000e-01,1.5000000000e-03
329,3.2900000000e-01,9.9500000000e-01,1.5000000000e+00,9.9350000000e-01,1.5000000000e-03
330,3.3000000000e-01,9.9650000000e-01,1.5000000000e+00,9.9500000000e-01,1.5000000000e-03
331,3.3100000000e-01,9.9800000000e-01,1.5000000000e+00,9.9650000000e-01,1.5000000000e-03
332,3.3200000000e-01,9.9950000000e-01,1.5000000000e+00,9.9800000000e-01,1.5000000000e-03
333,3.3300000000e-01,1.0010000000e+00,1.5000000000e+00,9.9950000000e-01,1.5000000000e-03
334,3.3400000000e-01,1.0025000000e+00,1.5000000000e+00,1.0010000000e+00,1.5000000000e-03
335,3.3500000000e-01,1.0040000000e+00,1.5000000000e+00,1.0025000000e+00,1.5000000000e-03
336,3.3600000000e-01,1.0055000000e+00,1.5000000000e+00,1.0040000000e+00,1.5000000000e-03
337,3.3700000000e-01,1.0070000000e+00,1.5000000000e+00,1.0055000000e+00,1.5000000000e-03
338,3.3800000000e-01,1.0085000000e+00,1.5000000000e+00,1.0070000000e+00,1.5000000000e-03
339,3.3900000000e-01,1.0100000000e+00,1.5000000000e+00,1.0085000000e+00,1.5000000000e-03
340,3.4000000000e-01,1.0115000000e+00,1.5000000000e+00,1.0100000000e+00,1.5000000000e-03
341,3.4100000000e-01,1.0130000000e+00,1.5000000000e+00,1.0115000000e+00,1.5000000000e-03
342,3.4200000000e-01,1.0145000000e+00,1.5000000000e+00,1.0130000000e+00,1.5000000000e-03
343,3.4300000000e-01,1.0160000000e+00,1.5000000000e+00,1.0145000000e+00,1.5000000000e-03
344,3.4400000000e-01,1.0175000000e+00,1.5000000000e+00,1.0160000000e+00,1.5000000000e-03
345,3.4500000000e-01,1.0190000000e+00,1.5000000000e+00,1.0175000000e+00,1.5000000000e-03
346,3.4600000000e-01,1.0205000000e+00,1.5000000000e+00,1.0190000000e+00,1.5000000000e-03
347,3.4700000000e-01,1.0220000000e+00,1.5000000000e+00,1.0205000000e+00,1.5000000000e-03
348,3.4800000000e-01,1.0235000000e+00,1.5000000000e+00,1.0220000000e+00,1.5000000000e-03
349,3.4900000000e-01,1.0250000000e+00,1.5000000000e+00,1.0235000000e+00,1.5000000000e-03
350,3.5000000000e-01,1.0265000000e+00,1.5000000000e+00,1.0250000000e+00,1.5000000000e-03
351,3.5100000000e-01,1.0280000000e+00,1.5000000000e+00,1.0265000000e+00,1.5000000000e-03
352,3.5200000000e-01,1.0295000000e+00,1.5000000000e+00,1.0280000000e+00,1.5000000000e-03
353,3.5300000000e-01,1.0310000000e+00,1.5000000000e+00,1.0295000000e+00,1.5000000000e-03
354,3.5400000000e-01,1.0325000000e+00,1.5000000000e+00,1.0310000000e+00,1.5000000000e-03
355,3.5500000000e-01,1.0340000000e+00,1.5000000000e+00,1.0325000000e+00,1.5000000000e-03
356,3.5600000000e-01,1.0355000000e+00,1.5000000000e+00,1.0340000000e+00,1.5000000000e-03
357,3.5700000000e-01,1.0370000000e+00,1.5000000000e+00,1.0355000000e+00,1.5000000000e-03
358,3.5800000000e-01,1.0385000000e+00,1.5000000000e+00,1.0370000000e+00,1.5000000000e-03
359,3.5900000000e-01,1.0400000000e+00,1.5000000000e+00,1.0385000000e+00,1.5000000000e-03
360,3.6000000000e-01,1.0415000000e+00,1.5000000000e+00,1.0400000000e+00,1.5000000000e-03
361,3.6100000000e-01,1.0430000000e+00,1.5000000000e+00,1.0415000000e+00,1.5000000000e-03
362,3.6200000000e-01,1.0445000000e+00,1.5000000000e+00,1.0430000000e+00,1.5000000000e-03
363,3.6300000000e-01,1.0460000000e+00,1.5000000000e+00,1.0445000000e+00,1.5000000000e-03
364,3.6400000000e-01,1.0475000000e+00,1.5000000000e+00,1.0460000000e+00,1.5000000000e-03
365,3.6500000000e-01,1.0490000000e+00,1.5000000000e+00,1.0475000000e+00,1.5000000000e-03
366,3.6600000000e-01,1.0505000000e+00,1.5000000000e+00,1.0490000000e+00,1.5000000000e-03
367,3.6700000000e-01,1.0520000000e+00,1.5000000000e+00,1.0505000000e+00,1.5000000000e-03
368,3.6800000000e-01,1.0535000000e+00,1.5000000000e+00,1.0520000000e+00,1.5000000000e-03
369,3.6900000000e-01,1.0550000000e+00,1.5000000000e+00,1.0535000000e+00,1.5000000000e-03
370,3.7000000000e-01,1.0565000000e+00,1.5000000000e+00,1.0550000000e+00,1.5000000000e-03
371,3.7100000000e-01,1.0580000000e+00,1.5000000000e+00,1.0565000000e+00,1.5000000000e-03
372,3.7200000000e-01,1.0595000000e+00,1.5000000000e+00,1.0580000000e+00,1.5000000000e-03
373,3.7300000000e-01,1.0610000000e+00,1.5000000000e+00,1.0595000000e+00,1.5000000000e-03
374,3.7400000000e-01,1.0625000000e+00,1.5000000000e+00,1.0610000000e+00,1.5000000000e-03
375,3.7500000000e-01,1.0640000000e+00,1.5000000000e+00,1.0625000000e+00,1.5000000000e-03
376,3.7600000000e-01,1.0655000000e+00,1.5000000000e+00,1.0640000000e+00,1.5000000000e-03
377,3.7700000000e-01,1.0670000000e+00,1.5000000000e+00,1.0655000000e+00,1.5000000000e-03
378,3.7800000000e-01,1.0685000000e+00,1.5000000000e+00,1.0670000000e+00,1.5000000000e-03
379,3.7900000000e-01,1.0700000000e+00,1.5000000000e+00,1.0685000000e+00,1.5000000000e-03
380,3.8000000000e-01,1.0715000000e+00,1.5000000000e+00,1.0700000000e+00,1.5000000000e-03
381,3.8100000000e-01,1.0730000000e+00,1.5000000000e+00,1.0715000000e+00,1.5000000000e-03
382,3.8200000000e-01,1.0745000000e+00,1.5000000000e+00,1.0730000000e+00,1.5000000000e-03
383,3.8300000000e-01,1.0760000000e+00,1.5000000000e+00,1.0745000000e+00,1.5000000000e-03
384,3.8400000000e-01,1.0775000000e+00,1.5000000000e+00,1.0760000000e+00,1.5000000000e-03
385,3.8500000000e-01,1.0790000000e+00,1.5000000000e+00,1.0775000000e+00,1.5000000000e-03
386,3.8600000000e-01,1.0805000000e+00,1.5000000000e+00,1.0790000000e+00,1.5000000000e-03
387,3.8700000000e-01,1.0820000000e+00,1.5000000000e+00,1.0805000000e+00,1.5000000000e-03
388,3.8800000000e-01,1.0835000000e+00,1.5000000000e+00,1.0820000000e+00,1.5000000000e-03
389,3.8900000000e-01,1.0850000000e+00,1.5000000000e+00,1.0835000000e+00,1.5000000000e-03
390,3.9000000000e-01,1.0865000000e+00,1.5000000000e+00,1.0850000000e+00,1.5000000000e-03
391,3.9100000000e-01,1.0880000000e+00,1.5000000000e+00,1.0865000000e+00,1.5000000000e-03
392,3.9200000000e-01,1.0895000000e+00,1.5000000000e+00,1.0880000000e+00,1.5000000000e-03
393,3.9300000000e-01,1.0910000000e+00,1.5000000000e+00,1.0895000000e+00,1.5000000000e-03
394,3.9400000000e-01,1.0925000000e+00,1.5000000000e+00,1.0910000000e+00,1.5000000000e-03
395,3.9500000000e-01,1.0940000000e+00,1.5000000000e+00,1.0925000000e+00,1.5000000000e-03
396,3.9600000000e-01,1.0955000000e+00,1.5000000000e+00,1.0940000000e+00,1.5000000000e-03
397,3.9700000000e-01,1.0970000000e+00,1.5000000000e+00,1.0955000000e+00,1.5000000000e-03
398,3.9800000000e-01,1.0985000000e+00,1.5000000000e+00,1.0970000000e+00,1.5000000000e-03
399,3.9900000000e-01,1.1000000000e+00,1.5000000000e+00,1.0985000000e+00,1.5000000000e-03
400,4.0000000000e-01,1.1015000000e+00,1.5000000000e+00,1.1000000000e+00,1.5000000000e-03
401,4.0100000000e-01,1.1030000000e+00,1.5000000000e+00,1.1015000000e+00,1.5000000000e-03
402,4.0200000000e-01,1.1045000000e+00,1.5000000000e+00,1.1030000000e+00,1.5000000000e-03
403,4.0300000000e-01,1.1060000000e+00,1.5000000000e+00,1.1045000000e+00,1.5000000000e-03
404,4.0400000000e-01,1.1075000000e+00,1.5000000000e+00,1.1060000000e+00,1.5000000000e-03
405,4.0500000000e-01,1.1090000000e+00,1.5000000000e+00,1.1075000000e+00,1.5000000000e-03
406,4.0600000000e-01,1.1105000000e+00,1.5000000000e+00,1.1090000000e+00,1.5000000000e-03
407,4.0700000000e-01,1.1120000000e+00,1.5000000000e+00,1.1105000000e+00,1.5000000000e-03
408,4.0800000000e-01,1.1135000000e+00,1.5000000000e+00,1.1120000000e+00,1.5000000000e-03
409,4.0900000000e-01,1.1150000000e+00,1.5000000000e+00,1.1135000000e+00,1.5000000000e-03
410,4.1000000000e-01,1.1165000000e+00,1.5000000000e+00,1.1150000000e+00,1.5000000000e-03
411,4.1100000000e-01,1.1180000000e+00,1.5000000000e+00,1.1165000000e+00,1.5000000000e-03
412,4.1200000000e-01,1.1195000000e+00,1.5000000000e+00,1.1180000000e+00,1.5000000000e-03
413,4.1300000000e-01,1.1210000000e+00,1.5000000000e+00,1.1195000000e+00,1.5000000000e-03
414,4.1400000000e-01,1.1225000000e+00,1.5000000000e+00,1.1210000000e+00,1.5000000000e-03
415,4.1500000000e-01,1.1240000000e+00,1.5000000000e+00,1.1225000000e+00,1.5000000000e-03
416,4.1600000000e-01,1.1255000000e+00,1.5000000000e+00,1.1240000000e+00,1.5000000000e-03
417,4.1700000000e-01,1.1270000000e+00,1.5000000000e+00,1.1255000000e+00,1.5000000000e-03
418,4.1800000000e-01,1.1285000000e+00,1.5000000000e+00,1.1270000000e+00,1.5000000000e-03
419,4.1900000000e-01,1.1300000000e+00,1.5000000000e+00,1.1285000000e+00,1.5000000000e-03
420,4.2000000000e-01,1.1315000000e+00,1.5000000000e+00,1.1300000000e+00,1.5000000000e-03
421,4.2100000000e-01,1.1330000000e+00,1.5000000000e+00,1.1315000000e+00,1.5000000000e-03
422,4.2200000000e-01,1.1345000000e+00,1.5000000000e+00,1.1330000000e+00,1.5000000000e-03
423,4.2300000000e-01,1.1360000000e+00,1.5000000000e+00,1.1345000000e+00,1.5000000000e-03
424,4.2400000000e-01,1.1375000000e+00,1.5000000000e+00,1.1360000000e+00,1.5000000000e-03
425,4.2500000000e-01,1.1390000000e+00,1.5000000000e+00,1.1375000000e+00,1.5000000000e-03
426,4.2600000000e-01,1.1405000000e+00,1.5000000000e+00,1.1390000000e+00,1.5000000000e-03
427,4.2700000000e-01,1.1420000000e+00,1.5000000000e+00,1.1405000000e+00,1.5000000000e-03
428,4.2800000000e-01,1.1435000000e+00,1.5000000000e+00,1.1420000000e+00,1.5000000000e-03
429,4.2900000000e-01,1.1450000000e+00,1.5000000000e+00,1.1435000000e+00,1.5000000000e-03
430,4.3000000000e-01,1.1465000000e+00,1.5000000000e+00,1.1450000000e+00,1.5000000000e-03
431,4.3100000000e-01,1.1480000000e+00,1.5000000000e+00,1.1465000000e+00,1.5000000000e-03
432,4.3200000000e-01,1.1495000000e+00,1.5000000000e+00,1.1480000000e+00,1.5000000000e-03
433,4.3300000000e-01,1.1510000000e+00,1.5000000000e+00,1.1495000000e+00,1.5000000000e-03
434,4.3400000000e-01,1.1525000000e+00,1.5000000000e+00,1.1510000000e+00,1.5000000000e-03
435,4.3500000000e-01,1.1540000000e+00,1.5000000000e+00,1.1525000000e+00,1.5000000000e-03
436,4.3600000000e-01,1.1555000000e+00,1.5000000000e+00,1.1540000000e+00,1.5000000000e-03
437,4.3700000000e-01,1.1570000000e+00,1.5000000000e+00,1.1555000000e+00,1.5000000000e-03
438,4.3800000000e-01,1.1585000000e+00,1.5000000000e+00,1.1570000000e+00,1.5000000000e-03
439,4.3900000000e-01,1.1600000000e+00,1.5000000000e+00,1.1585000000e+00,1.5000000000e-03
440,4.4000000000e-01,1.1615000000e+00,1.5000000000e+00,1.1600000000e+00,1.5000000000e-03
441,4.4100000000e-01,1.1630000000e+00,1.5000000000e+00,1.1615000000e+00,1.5000000000e-03
442,4.4200000000e-01,1.1645000000e+00,1.5000000000e+00,1.1630000000e+00,1.5000000000e-03
443,4.4300000000e-01,1.1660000000e+00,1.5000000000e+00,1.1645000000e+00,1.5000000000e-03
444,4.4400000000e-01,1.1675000000e+00,1.5000000000e+00,1.1660000000e+00,1.5000000000e-03
445,4.4500000000e-01,1.1690000000e+00,1.5000000000e+00,1.1675000000e+00,1.5000000000e-03
446,4.4600000000e-01,1.1705000000e+00,1.5000000000e+00,1.1690000000e+00,1.5000000000e-03
447,4.4700000000e-01,1.1720000000e+00,1.5000000000e+00,1.1705000000e+00,1.5000000000e-03
448,4.4800000000e-01,1.1735000000e+00,1.5000000000e+00,1.1720000000e+00,1.5000000000e-03
449,4.4900000000e-01,1.1750000000e+00,1.5000000000e+00,1.1735000000e+00,1.5000000000e-03
450,4.5000000000e-01,1.1765000000e+00,1.5000000000e+00,1.1750000000e+00,1.5000000000e-03
451,4.5100000000e-01,1.1780000000e+00,1.5000000000e+00,1.1765000000e+00,1.5000000000e-03
452,4.5200000000e-01,1.1795000000e+00,1.5000000000e+00,1.1780000000e+00,1.5000000000e-03
453,4.5300000000e-01,1.1810000000e+00,1.5000000000e+00,1.1795000000e+00,1.5000000000e-03
454,4.5400000000e-01,1.1825000000e+00,1.5000000000e+00,1.1810000000e+00,1.5000000000e-03
455,4.5500000000e-01,1.1840000000e+00,1.5000000000e+00,1.1825000000e+00,1.5000000000e-03
456,4.5600000000e-01,1.1855000000e+00,1.5000000000e+00,1.1840000000e+00,1.5000000000e-03
457,4.5700000000e-01,1.1870000000e+00,1.5000000000e+00,1.1855000000e+00,1.5000000000e-03
458,4.5800000000e-01,1.1885000000e+00,1.5000000000e+00,1.1870000000e+00,1.5000000000e-03
459,4.5900000000e-01,1.1900000000e+00,1.5000000000e+00,1.1885000000e+00,1.5000000000e-03
460,4.6000000000e-01,1.1915000000e+00,1.5000000000e+00,1.1900000000e+00,1.5000000000e-03
461,4.6100000000e-01,1.1930000000e+00,1.5000000000e+00,1.1915000000e+00,1.5000000000e-03
462,4.6200000000e-01,1.1945000000e+00,1.5000000000e+00,1.1930000000e+00,1.5000000000e-03
463,4.6300000000e-01,1.1960000000e+00,1.5000000000e+00,1.1945000000e+00,1.5000000000e-03
464,4.6400000000e-01,1.1975000000e+00,1.5000000000e+00,1.1960000000e+00,1.5000000000e-03
465,4.6500000000e-01,1.1990000000e+00,1.5000000000e+00,1.1975000000e+00,1.5000000000e-03
466,4.6600000000e-01,1.2005000000e+00,1.5000000000e+00,1.1990000000e+00,1.5000000000e-03
467,4.6700000000e-01,1.2020000000e+00,1.5000000000e+00,1.2005000000e+00,1.5000000000e-03
468,4.6800000000e-01,1.2035000000e+00,1.5000000000e+00,1.2020000000e+00,1.5000000000e-03
469,4.6900000000e-01,1.2050000000e+00,1.5000000000e+00,1.2035000000e+00,1.5000000000e-03
470,4.7000000000e-01,1.2065000000e+00,1.5000000000e+00,1.2050000000e+00,1.5000000000e-03
471,4.7100000000e-01,1.2080000000e+00,1.5000000000e+00,1.2065000000e+00,1.5000000000e-03
472,4.7200000000e-01,1.2095000000e+00,1.5000000000e+00,1.2080000000e+00,1.5000000000e-03
473,4.7300000000e-01,1.2110000000e+00,1.5000000000e+00,1.2095000000e+00,1.5000000000e-03
474,4.7400000000e-01,1.2125000000e+00,1.5000000000e+00,1.2110000000e+00,1.5000000000e-03
475,4.7500000000e-01,1.2140000000e+00,1.5000000000e+00,1.2125000000e+00,1.5000000000e-03
476,4.7600000000e-01,1.2155000000e+00,1.5000000000e+00,1.2140000000e+00,1.5000000000e-03
477,4.7700000000e-01,1.2170000000e+00,1.5000000000e+00,1.2155000000e+00,1.5000000000e-03
478,4.7800000000e-01,1.2185000000e+00,1.5000000000e+00,1.2170000000e+00,1.5000000000e-03
479,4.7900000000e-01,1.2200000000e+00,1.5000000000e+00,1.2185000000e+00,1.5000000000e-03
480,4.8000000000e-01,1.2215000000e+00,1.5000000000e+00,1.2200000000e+00,1.5000000000e-03
481,4.8100000000e-01,1.2230000000e+00,1.5000000000e+00,1.2215000000e+00,1.5000000000e-03
482,4.8200000000e-01,1.2245000000e+00,1.5000000000e+00,1.2230000000e+00,1.5000000000e-03
483,4.8300000000e-01,1.2260000000e+00,1.5000000000e+00,1.2245000000e+00,1.5000000000e-03
484,4.8400000000e-01,1.2275000000e+00,1.5000000000e+00,1.2260000000e+00,1.5000000000e-03
485,4.8500000000e-01,1.2290000000e+00,1.5000000000e+00,1.2275000000e+00,1.5000000000e-03
486,4.8600000000e-01,1.2305000000e+00,1.5000000000e+00,1.2290000000e+00,1.5000000000e-03
487,4.8700000000e-01,1.2320000000e+00,1.5000000000e+00,1.2305000000e+00,1.5000000000e-03
488,4.8800000000e-01,1.2335000000e+00,1.5000000000e+00,1.2320000000e+00,1.5000000000e-03
489,4.8900000000e-01,1.2350000000e+00,1.5000000000e+00,1.2335000000e+00,1.5000000000e-03
490,4.9000000000e-01,1.2365000000e+00,1.5000000000e+00,1.2350000000e+00,1.5000000000e-03
491,4.9100000000e-01,1.2380000000e+00,1.5000000000e+00,1.2365000000e+00,1.5000000000e-03
492,4.9200000000e-01,1.2395000000e+00,1.5000000000e+00,1.2380000000e+00,1.5000000000e-03
493,4.9300000000e-01,1.2410000000e+00,1.5000000000e+00,1.2395000000e+00,1.5000000000e-03
494,4.9400000000e-01,1.2425000000e+00,1.5000000000e+00,1.2410000000e+00,1.5000000000e-03
495,4.9500000000e-01,1.2440000000e+00,1.5000000000e+00,1.2425000000e+00,1.5000000000e-03
496,4.9600000000e-01,1.2455000000e+00,1.5000000000e+00,1.2440000000e+00,1.5000000000e-03
497,4.9700000000e-01,1.2470000000e+00,1.5000000000e+00,1.2455000000e+00,1.5000000000e-03
498,4.9800000000e-01,1.2485000000e+00,1.5000000000e+00,1.2470000000e+00,1.5000000000e-03
499,4.9900000000e-01,1.2500000000e+00,1.5000000000e+00,1.2485000000e+00,1.5000000000e-03
500,5.0000000000e-01,1.2515000000e+00,1.5000000000e+00,1.2500000000e+00,1.5000000000e-03
501,5.0100000000e-01,1.2530000000e+00,1.5000000000e+00,1.2515000000e+00,1.5000000000e-03
502,5.0200000000e-01,1.2545000000e+00,1.5000000000e+00,1.2530000000e+00,1.5000000000e-03
503,5.0300000000e-01,1.2560000000e+00,1.5000000000e+00,1.2545000000e+00,1.5000000000e-03
504,5.0400000000e-01,1.2575000000e+00,1.5000000000e+00,1.2560000000e+00,1.5000000000e-03
505,5.0500000000e-01,1.2590000000e+00,1.5000000000e+00,1.2575000000e+00,1.5000000000e-03
506,5.0600000000e-01,1.2605000000e+00,1.5000000000e+00,1.2590000000e+00,1.5000000000e-03
507,5.0700000000e-01,1.2620000000e+00,1.5000000000e+00,1.2605000000e+00,1.5000000000e-03
508,5.0800000000e-01,1.2635000000e+00,1.5000000000e+00,1.2620000000e+00,1.5000000000e-03
509,5.0900000000e-01,1.2650000000e+00,1.5000000000e+00,1.2635000000e+00,1.5000000000e-03
510,5.1000000000e-01,1.2665000000e+00,1.5000000000e+00,1.2650000000e+00,1.5000000000e-03
511,5.1100000000e-01,1.2680000000e+00,1.5000000000e+00,1.2665000000e+00,1.5000000000e-03
512,5.1200000000e-01,1.2695000000e+00,1.5000000000e+00,1.2680000000e+00,1.5000000000e-03
513,5.1300000000e-01,1.2710000000e+00,1.5000000000e+00,1.2695000000e+00,1.5000000000e-03
514,5.1400000000e-01,1.2725000000e+00,1.5000000000e+00,1.2710000000e+00,1.5000000000e-03
515,5.1500000000e-01,1.2740000000e+00,1.5000000000e+00,1.2725000000e+00,1.5000000000e-03
516,5.1600000000e-01,1.2755000000e+00,1.5000000000e+00,1.2740000000e+00,1.5000000000e-03
517,5.1700000000e-01,1.2770000000e+00,1.5000000000e+00,1.2755000000e+00,1.5000000000e-03
518,5.1800000000e-01,1.2785000000e+00,1.5000000000e+00,1.2770000000e+00,1.5000000000e-03
519,5.1900000000e-01,1.2800000000e+00,1.5000000000e+00,1.2785000000e+00,1.5000000000e-03
520,5.2000000000e-01,1.2815000000e+00,1.5000000000e+00,1.2800000000e+00,1.5000000000e-03
521,5.2100000000e-01,1.2830000000e+00,1.5000000000e+00,1.2815000000e+00,1.5000000000e-03
522,5.2200000000e-01,1.2845000000e+00,1.5000000000e+00,1.2830000000e+00,1.5000000000e-03
523,5.2300000000e-01,1.2860000000e+00,1.5000000000e+00,1.2845000000e+00,1.5000000000e-03
524,5.2400000000e-01,1.2875000000e+00,1.5000000000e+00,1.2860000000e+00,1.5000000000e-03
525,5.2500000000e-01,1.2890000000e+00,1.5000000000e+00,1.2875000000e+00,1.5000000000e-03
526,5.2600000000e-01,1.2905000000e+00,1.5000000000e+00,1.2890000000e+00,1.5000000000e-03
527,5.2700000000e-01,1.2920000000e+00,1.5000000000e+00,1.2905000000e+00,1.5000000000e-03
528,5.2800000000e-01,1.2935000000e+00,1.5000000000e+00,1.2920000000e+00,1.5000000000e-03
529,5.2900000000e-01,1.2950000000e+00,1.5000000000e+00,1.2935000000e+00,1.5000000000e-03
530,5.3000000000e-01,1.2965000000e+00,1.5000000000e+00,1.2950000000e+00,1.5000000000e-03
531,5.3100000000e-01,1.2980000000e+00,1.5000000000e+00,1.2965000000e+00,1.5000000000e-03
532,5.3200000000e-01,1.2995000000e+00,1.5000000000e+00,1.2980000000e+00,1.5000000000e-03
533,5.3300000000e-01,1.3010000000e+00,1.5000000000e+00,1.2995000000e+00,1.5000000000e-03
534,5.3400000000e-01,1.3025000000e+00,1.5000000000e+00,1.3010000000e+00,1.5000000000e-03
535,5.3500000000e-01,1.3040000000e+00,1.5000000000e+00,1.3025000000e+00,1.5000000000e-03
